"No.","Time","Source","Destination","Protocol","Length","Info"
"16678","80.826160010","10.0.2.15","192.114.46.177","UDP","79","52717  >  443 Len=37"
"16679","80.826306963","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16680","80.826551913","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16681","80.826660417","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16682","80.826838614","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16683","80.826966697","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16684","80.827144102","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16685","80.827314039","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16686","80.827465931","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16687","80.827509099","10.0.2.15","192.114.46.177","UDP","79","52717  >  443 Len=37"
"16688","80.827587847","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16689","80.827686814","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16690","80.828001525","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16691","80.828195106","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16692","80.828377337","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16693","80.828577600","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16694","80.828797573","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16695","80.828921137","10.0.2.15","192.114.46.177","UDP","79","52717  >  443 Len=37"
"16696","80.829039844","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16697","80.829305781","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16698","80.829499528","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16699","80.829691458","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16700","80.829905624","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16701","80.830120839","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16702","80.830197542","10.0.2.15","192.114.46.177","UDP","84","52717  >  443 Len=42"
"16703","80.830352910","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16704","80.830801121","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16705","80.830988327","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16706","80.831253004","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16707","80.831371976","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16708","80.831554060","10.0.2.15","192.114.46.177","UDP","79","52717  >  443 Len=37"
"16709","80.831566551","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16710","80.831819597","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16711","80.832117357","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16712","80.832254979","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16713","80.832418592","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16714","80.832607857","192.114.46.177","10.0.2.15","UDP","875","443  >  52717 Len=833"
"16715","80.832756283","10.0.2.15","192.114.46.177","UDP","79","52717  >  443 Len=37"
"16716","80.832826816","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16717","80.833017435","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16718","80.833181767","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16719","80.834105877","10.0.2.15","192.114.46.177","UDP","80","52717  >  443 Len=38"
"16720","80.837587350","192.114.46.177","10.0.2.15","UDP","68","443  >  52717 Len=26"
"16721","81.608587162","157.240.195.56","10.0.2.15","TLSv1.2","602","Application Data"
"16722","81.608636939","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=3679 Ack=21499 Win=65535 Len=0"
"16723","81.675258064","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"16724","81.677207835","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=21499 Ack=3769 Win=65535 Len=0"
"16725","83.556576000","157.240.195.56","10.0.2.15","TLSv1.2","142","Application Data"
"16726","83.556614136","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=3769 Ack=21587 Win=65535 Len=0"
"16727","83.642530066","10.0.2.15","157.240.195.56","TLSv1.2","143","Application Data"
"16728","83.642685690","10.0.2.15","157.240.195.56","TLSv1.2","143","Application Data"
"16729","83.643373742","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=21587 Ack=3858 Win=65535 Len=0"
"16730","83.643480265","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=21587 Ack=3947 Win=65535 Len=0"
"16731","83.662146535","157.240.195.56","10.0.2.15","TLSv1.2","602","Application Data"
"16732","83.662322595","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=3947 Ack=22135 Win=65535 Len=0"
"16733","83.702671448","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"16734","83.703225182","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=22135 Ack=4037 Win=65535 Len=0"
"16735","83.783047558","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
